2458657.5600060006 -6.0947062301 1.4378907357 HARPS
2458660.0602560258 -5.0676820530 1.3477066350 HARPS
2458661.3403840386 12.8745108497 1.0756794859 HARPS
2458662.3404840482 15.0017383351 1.3154794195 HARPS
2458664.2206720673 0.8250927074 1.4947618390 HARPS
2458665.5008000801 -9.8191484140 1.4146022293 HARPS
2458666.8209320931 -12.0391085303 1.0392731816 HARPS
2458669.3011801182 -2.3876113833 1.4380631505 HARPS
2458670.3812881289 -3.1245058309 1.2300488336 HARPS
2458673.0015501552 -2.9392195696 1.2949568023 HARPS
2458674.1416641665 -13.6498667679 1.3419895643 HARPS
2458675.7818281827 -8.0080108491 1.2188244412 HARPS
2458677.1219621962 11.3891990079 1.2386916839 HARPS
2458678.4220922091 7.5060311998 1.0131685318 HARPS
2458680.2422742276 -7.6909450982 1.0742364851 HARPS
2458683.2425742573 0.5889367934 1.4741340166 HARPS
2458684.4226922691 -1.4865094849 1.2631922745 HARPS
2458686.6229122914 -2.7418371909 1.2209831668 HARPS
2458690.1832683268 -5.6623902682 1.4083318497 HARPS
2458693.2835783577 10.4192125541 1.1722839196 HARPS
2458694.6437143716 1.9865376825 1.2777820357 HARPS
2458697.1239623963 -5.7155571107 1.4331835364 HARPS
2458698.6041104109 1.5793663897 1.4469509392 HARPS
2458700.6443144316 -2.4873418199 1.1145847345 HARPS
2458702.6045104512 2.9607270524 1.1998575784 HARPS
2458704.7247224720 2.2723125061 1.3609075959 HARPS
2458706.1448644865 -3.9052255313 1.0637241313 HARPS
2458707.4449944994 -5.0037400218 1.0895358074 HARPS
2458708.4450945095 9.6329145959 1.1298338585 HARPS
2458710.3252825281 -1.0964250861 1.0201269102 HARPS
2458713.1655665566 -2.5701420194 1.2219631217 HARPS
2458714.2256725673 5.6684180488 1.2881587890 HARPS
2458715.7658265824 3.2654415430 1.1293105760 HARPS
2458717.5860086009 -6.0374689088 1.2145524349 HARPS
2458719.8662366238 2.9253311258 1.0236513147 HARPS
2458721.3863886390 -6.1786558998 1.4881984825 HARPS
2458722.7865286530 -10.9838532313 1.3042272093 HARPS
2458725.5068006800 -9.9886787834 1.1623109861 HARPS
2458726.8869386939 -4.2601930360 1.1778945437 HARPS
2458728.5271027102 -3.2206135929 1.4853590843 HARPS
2458731.1673667366 10.8451090247 1.4543100070 HARPS
2458733.3675867585 0.1141380167 1.1857437116 HARPS
2458735.2877787780 0.0994476705 1.0926098622 HARPS
2458736.7679267926 1.0919054202 1.4046616145 HARPS
2458738.8681368139 1.3909631244 1.4732633833 HARPS
2458741.3483848386 0.0597218718 1.3245580192 HARPS
2458743.2085708571 -7.8359871237 1.4276901086 HARPS
2458744.3086808682 -4.7124899700 1.0263165059 HARPS
2458745.7688268828 10.0533074429 1.1214757395 HARPS
2458746.8889388940 8.9880185155 1.0905228036 HARPS
2458748.2090709070 4.2413517755 1.4937854699 HARPS
2458749.5292029204 4.3049376170 1.3791581347 HARPS
2458750.9093409339 8.6128789317 1.4605485003 HARPS
2458752.1094609462 6.7579444611 1.4016742159 HARPS
2458753.9496449647 -1.3702320547 1.2318070744 HARPS
2458755.2097709770 6.7803464654 1.2891059859 HARPS
2458756.6299129911 -5.9788936732 1.1407681100 HARPS
2458758.9301430145 -5.7674416674 1.0018059587 HARPS
2458760.2702770275 -0.6486503125 1.0590230217 HARPS
2458761.5304030403 8.9554683398 1.0926534598 HARPS
2458762.7305230522 -2.0064981034 1.1440557524 HARPS
2458764.3506850684 -3.7588293320 1.2049232112 HARPS
2458765.6108110812 0.9104756135 1.2422127615 HARPS
2458768.0510551054 1.2573104000 1.3302783368 HARPS
2458770.5913091311 12.1207089724 1.4561530522 HARPS
2458771.8314331435 12.0590176366 1.1397879307 HARPS
2458773.0315531553 2.9545370270 1.4424715766 HARPS
2458774.4316931693 -6.9225368431 1.4265763278 HARPS
2458775.7718271827 -5.7106271564 1.2413198232 HARPS
2458777.2119711973 -3.0208600499 1.1979053898 HARPS
2458778.2120712074 -3.5074408092 1.4528777233 HARPS
2458779.2321732175 -12.9210083355 1.3266100634 HARPS
2458781.5124012399 3.6850935361 1.0950990771 HARPS
2458783.4925992601 11.9436274956 1.3316012321 HARPS
2458785.4727972797 -2.6066594291 1.1282963728 HARPS
2458787.5330033004 -0.4149841967 1.3699279437 HARPS
2458788.8131313133 0.5858360066 1.2741068716 HARPS
2458790.2532753274 0.3697224652 1.0637637321 HARPS
2458791.9534453447 12.0608487001 1.4066399642 HARPS
2458793.0135513553 4.0017404107 1.4329995232 HARPS
2458794.1336633665 -1.9589343996 1.2695269692 HARPS
2458795.4937993800 -8.2253081702 1.1697696309 HARPS
2458796.5339033902 -13.9015759964 1.4658805280 HARPS
2458798.0540554053 -6.1153645252 1.0802127401 HARPS
2458799.5142014204 -7.2306149245 1.2803444003 HARPS
2458800.8943394339 -10.7664682615 1.1661451400 HARPS
2458802.6145114512 18.1522257780 1.4742241980 HARPS
2458804.0346534653 7.0264571884 1.1433048627 HARPS
2458806.4548954894 -3.3823490421 1.3483700020 HARPS
2458807.4949995000 8.1396896994 1.3405731895 HARPS
2458808.9351435145 7.7703171389 1.3895863301 HARPS
2458810.3152815280 4.3330921361 1.1503769190 HARPS
2458811.8554355437 1.9505993137 1.0562205627 HARPS
2458813.1155615561 5.7323513739 1.3961717555 HARPS
2458814.2756775678 2.6450619349 1.1924384915 HARPS
2458815.5758075807 -7.4506236151 1.3875878159 HARPS
2458816.8559355936 -9.7491884221 1.4826664967 HARPS
2458818.6761176116 3.3545492884 1.0561015130 HARPS
2458820.7363236323 4.9167490913 1.4072065325 HARPS
2458821.7964296429 -1.0642111608 1.2264123489 HARPS
2458823.4565956597 2.3436562137 1.0714858334 HARPS
2458825.8768376838 -4.8360303589 1.1227428825 HARPS
2458827.3369836984 1.8181113340 1.0411584122 HARPS
2458828.7171217124 2.3072473454 1.4559059498 HARPS
2458830.0372537253 1.5960797899 1.1812724336 HARPS
